incident,user,loc_lat,loc_long,species,action,severity,status,timestamp
5881,4549164556,24.89333546333993,-119.15591896523021,pangolin,other,P2,actionable,Oct 05 2019 20:50:31
5882,3244592707,35.59382227043051,-89.97906151609601,tiger,other,P1,actionable,Oct 04 2019 18:25:27
5883,2737192073,46.219748728648085,-121.04429803187254,parrot,other,P1,verified,Oct 14 2019 19:54:18
5884,2497101346,29.02034283087277,-108.05628190756886,elephant,human wildlife conflict,P3,actionable,Oct 31 2019 04:15:28
5885,2637354133,24.99983682539013,-106.6034391488821,pangolin,animal mortality,P2,submitted,Oct 04 2019 09:23:03
5886,3098197438,44.72898686233851,-69.21406587124852,rhino,poaching,P0,submitted,Oct 08 2019 23:57:57
5887,0806227533,31.380606611616162,-92.7771476508761,elephant,other,P2,actionable,Oct 12 2019 00:01:13
5888,3533048444,41.386390547654756,-121.53918097234504,other,human wildlife conflict,P1,submitted,Oct 30 2019 10:58:06
5889,4469851958,38.62798341391725,-76.99566460875303,tiger,wildlife sightings,P0,verified,Oct 06 2019 09:15:32
5890,0599951906,44.239371660381856,-70.7217239042254,parrot,wildlife sightings,P2,actionable,Nov 01 2019 23:18:42
5891,2575368063,26.060758104741385,-119.41612004316697,gorilla,animal mortality,P2,verified,Oct 26 2019 11:33:05
5892,3098197438,33.07679517559519,-123.21454551012795,rhino,human wildlife conflict,P3,actionable,Oct 15 2019 16:33:49
5893,3122423005,27.790855586862378,-76.20279487021139,parrot,animal mortality,P3,verified,Oct 06 2019 14:56:54
5894,1652945746,42.211916598758854,-121.17669869539323,other,human wildlife conflict,P1,actionable,Oct 05 2019 14:22:48
5895,3307212685,28.05966669255533,-80.49269569856806,gorilla,animal mortality,P2,actionable,Oct 10 2019 08:05:21
5896,4730781208,33.825090008676526,-73.78413168476095,sea turtle,wildlife sightings,P0,actionable,Oct 01 2019 02:49:03
5897,2892752494,38.9286751515027,-104.62559602154563,other,human wildlife conflict,P3,submitted,Oct 19 2019 20:57:18
5898,2129006458,28.090602430977434,-117.05543455240326,elephant,animal mortality,P2,verified,Oct 23 2019 23:26:21
5899,4096882879,37.39717008851737,-71.80195981634458,sea turtle,other,P2,submitted,Oct 13 2019 01:50:19
5900,1434959963,49.22333493179319,-100.31376210865714,tiger,animal mortality,P2,submitted,Oct 24 2019 09:37:52
5901,3634534252,26.103184269412246,-89.33665111588564,gorilla,human wildlife conflict,P0,submitted,Oct 09 2019 21:51:12
5902,0924712125,48.545322302072854,-74.41373782413822,gorilla,animal mortality,P3,submitted,Oct 27 2019 19:16:49
5903,2404410806,49.27271602433742,-76.83141617654395,pangolin,poaching,P3,actionable,Oct 05 2019 12:12:34
5904,0712409768,43.22339044263384,-100.30122073889878,other,animal mortality,P1,verified,Oct 30 2019 10:23:52
5905,0234937877,49.00578596584806,-111.95696278308425,tiger,animal mortality,P3,verified,Oct 25 2019 16:55:16
5906,1514086153,44.678093857126996,-120.59635548985878,pangolin,poaching,P1,actionable,Oct 17 2019 10:37:15
5907,1471293461,35.53504230946697,-90.0314291178527,rhino,human wildlife conflict,P1,submitted,Oct 25 2019 06:12:56
5908,4213108364,29.697125704926442,-70.39760047439071,pangolin,animal mortality,P3,actionable,Oct 17 2019 06:46:06
5909,0914418672,44.69300034280211,-119.86897868106826,sea turtle,human wildlife conflict,P2,submitted,Oct 08 2019 08:01:15
5910,1277796993,29.163420414087078,-83.77403964245784,other,poaching,P3,verified,Oct 06 2019 19:09:38
5911,0027544567,32.820723306328816,-67.79403381309504,elephant,poaching,P2,actionable,Oct 30 2019 20:48:07
5912,2242684437,47.22488814194477,-93.191884527028,gorilla,human wildlife conflict,P3,actionable,Oct 30 2019 13:52:14
5913,4915866935,46.56182246563159,-105.19371199324675,gorilla,wildlife sightings,P2,actionable,Oct 17 2019 15:44:41
5914,3702568002,40.486009738911,-118.77177444563522,other,other,P3,actionable,Oct 25 2019 15:34:29
5915,1580381648,41.442770144438555,-101.12060259771305,elephant,human wildlife conflict,P3,verified,Oct 18 2019 20:40:19
5916,4597454936,36.830938722120806,-76.71785131292229,other,other,P2,submitted,Oct 17 2019 21:08:27
5917,2439601802,26.12933567764771,-84.05349638981306,tiger,wildlife sightings,P2,actionable,Oct 13 2019 05:15:22
5918,3082454824,47.87654884981948,-96.57289625856704,rhino,human wildlife conflict,P3,verified,Oct 29 2019 03:11:54
5919,1951366309,30.786952379597558,-82.7701485314951,elephant,other,P3,verified,Oct 15 2019 00:14:44
5920,4616934625,31.838148920954815,-98.26911714025717,other,poaching,P1,submitted,Oct 02 2019 23:42:25
5921,3417216920,40.467482899365734,-108.01883702475038,elephant,wildlife sightings,P3,submitted,Oct 18 2019 21:20:18
5922,2380630950,35.29460944508171,-108.49724370023367,elephant,animal mortality,P2,actionable,Oct 25 2019 14:07:41
5923,1556408686,37.1835204846602,-69.4258543467557,parrot,poaching,P2,verified,Oct 01 2019 15:37:46
5924,3170772576,36.135421138625404,-76.02526401358061,parrot,wildlife sightings,P3,actionable,Oct 14 2019 00:39:24
5925,4416059978,39.06418965809527,-107.16494646018911,other,wildlife sightings,P0,submitted,Oct 02 2019 18:26:13
5926,2962496472,36.33576728781411,-67.53658054656805,parrot,human wildlife conflict,P2,verified,Nov 01 2019 05:44:33
5927,3701599455,29.809952832149083,-95.7704238286239,rhino,other,P0,verified,Oct 07 2019 07:57:55
5928,4177972150,37.40287298501274,-102.89078698959884,tiger,animal mortality,P2,verified,Oct 25 2019 02:55:26
5929,2384695414,40.29261894360736,-116.40917559601151,gorilla,poaching,P1,submitted,Oct 15 2019 22:17:41
5930,0498652405,38.91405888647672,-113.72985199337829,tiger,poaching,P1,verified,Oct 09 2019 03:28:18
5931,4635979977,36.433367438047085,-123.5366590341182,other,poaching,P3,verified,Oct 06 2019 16:13:27
5932,4648030291,45.39081910167454,-112.05837658074188,elephant,poaching,P3,submitted,Oct 17 2019 02:23:29
5933,2962496472,29.475087133526607,-82.25672900669035,pangolin,human wildlife conflict,P2,submitted,Oct 12 2019 06:59:42
5934,1667097324,27.774420477479225,-112.01768267388321,other,wildlife sightings,P2,actionable,Oct 02 2019 01:06:04
5935,3027645322,36.26413864898986,-89.84161899497062,elephant,animal mortality,P0,actionable,Oct 22 2019 07:25:44
5936,3697628939,48.07359027420674,-88.74129894720568,gorilla,animal mortality,P2,submitted,Oct 11 2019 09:00:13
5937,1803965699,41.79232270239869,-67.70385857487432,pangolin,poaching,P2,verified,Oct 19 2019 06:20:44
5938,3837429832,45.82903858647611,-106.54266612278501,sea turtle,poaching,P2,verified,Oct 28 2019 12:10:38
5939,3033323619,35.73695792233623,-83.704642931347,elephant,animal mortality,P3,submitted,Oct 10 2019 12:46:58
5940,1403389892,48.74127759200782,-91.67136845381455,tiger,other,P1,verified,Oct 06 2019 08:02:51
5941,2471340974,33.83713179789802,-96.40853850969393,gorilla,animal mortality,P1,submitted,Oct 05 2019 12:42:55
5942,4853072672,32.10544264674485,-104.62974105591076,tiger,poaching,P2,submitted,Oct 07 2019 05:33:05
5943,2407377662,34.1422812134372,-76.28922006983939,rhino,other,P3,submitted,Oct 01 2019 04:42:34
5944,2730827095,32.108649438438924,-91.1212294465588,rhino,other,P3,submitted,Oct 22 2019 16:34:29
5945,3995241733,33.82323941631787,-110.16964407367115,tiger,animal mortality,P1,actionable,Oct 31 2019 17:55:13
5946,4730781208,32.36467942473744,-116.70716269383657,tiger,poaching,P1,actionable,Oct 12 2019 18:29:05
5947,4824274055,42.73656281102517,-82.94707019653458,parrot,poaching,P2,actionable,Oct 03 2019 04:57:45
5948,2404410806,36.74303575497614,-97.01653901390158,sea turtle,wildlife sightings,P1,verified,Oct 13 2019 04:09:34
5949,1275850153,44.3713981897435,-113.39732368940518,elephant,other,P3,actionable,Oct 21 2019 20:58:52
5950,5064333088,25.211698880929227,-110.46791992773451,elephant,wildlife sightings,P2,verified,Oct 17 2019 11:19:31
5951,0551928095,26.75726975482909,-91.42480016063988,parrot,other,P2,actionable,Oct 15 2019 05:45:14
5952,1057352712,34.98540458343244,-93.72443443720871,other,human wildlife conflict,P1,actionable,Oct 06 2019 00:02:50
5953,2267477958,27.14024101072624,-106.28390219068982,sea turtle,animal mortality,P3,actionable,Oct 15 2019 07:59:45
5954,4397407521,41.83799409604573,-72.53878150447719,parrot,wildlife sightings,P3,actionable,Oct 27 2019 04:32:21
5955,2737192073,34.88569299267694,-99.4389895076037,gorilla,other,P3,actionable,Oct 07 2019 23:48:53
5956,3413275133,38.55199385019353,-85.15253174306292,rhino,animal mortality,P1,actionable,Oct 26 2019 02:30:20
5957,3036299797,36.017116821077096,-72.99687907554062,tiger,other,P1,actionable,Oct 22 2019 23:57:06
5958,0077657283,36.98131165197087,-86.95790738870514,tiger,animal mortality,P3,submitted,Oct 17 2019 07:36:08
5959,3995146417,43.36239645667618,-123.76058405636077,tiger,poaching,P2,submitted,Oct 08 2019 13:23:00
5960,0273425929,29.427992845849346,-100.88733739041615,gorilla,human wildlife conflict,P2,submitted,Oct 08 2019 23:02:49
5961,1994501793,37.66835826449355,-79.49382230722918,gorilla,human wildlife conflict,P3,actionable,Oct 28 2019 03:05:39
5962,4096882879,27.884329281208302,-92.77319854443952,gorilla,poaching,P3,submitted,Oct 05 2019 07:48:29
5963,4734992127,47.61711201897652,-97.93285633998681,parrot,human wildlife conflict,P2,actionable,Oct 20 2019 13:19:16
5964,2267477958,40.9609281517862,-92.25821210033905,parrot,human wildlife conflict,P2,submitted,Oct 10 2019 05:47:02
5965,2737192073,31.129769310250946,-91.58700464561079,gorilla,human wildlife conflict,P3,actionable,Oct 14 2019 16:06:23
5966,3701599455,42.32625029483589,-86.51609516226124,other,other,P3,actionable,Oct 02 2019 09:41:58
5967,0519690520,48.33064021555653,-82.23144252818142,pangolin,other,P1,verified,Oct 20 2019 02:22:18
5968,1470329779,47.05763862907476,-78.66526050186343,sea turtle,poaching,P3,actionable,Oct 06 2019 18:26:18
5969,2870247832,44.14973553704813,-73.9949740188562,sea turtle,human wildlife conflict,P2,verified,Oct 25 2019 02:16:17
5970,4915866935,31.737591675778017,-113.92442497033164,rhino,wildlife sightings,P3,submitted,Oct 05 2019 18:15:18
5971,4935536058,36.7516160109369,-72.671084423419,elephant,wildlife sightings,P1,verified,Oct 22 2019 16:30:14
5972,0815922939,36.56975294072021,-108.43060647832634,tiger,poaching,P1,actionable,Oct 27 2019 21:51:11
5973,4464335701,28.02002745270041,-80.63977191744053,sea turtle,human wildlife conflict,P3,submitted,Oct 21 2019 06:54:57
5974,4239581852,26.229228664325177,-91.20108896958709,sea turtle,other,P1,actionable,Oct 10 2019 18:47:29
5975,4051928975,37.52364216625355,-103.27956254206913,gorilla,human wildlife conflict,P3,submitted,Oct 24 2019 18:53:21
5976,0589648381,30.97031488289509,-83.25961821775843,sea turtle,human wildlife conflict,P1,submitted,Oct 04 2019 02:16:17
5977,1132182493,44.2844068154412,-78.4277448848589,elephant,human wildlife conflict,P2,submitted,Oct 07 2019 17:18:10
5978,3702568002,39.44288888183039,-75.20045268346256,gorilla,other,P3,actionable,Oct 28 2019 02:04:41
5979,3652855835,39.1247075945604,-101.00675611743,rhino,human wildlife conflict,P2,submitted,Oct 21 2019 02:28:26
5980,0952454644,46.20522897589751,-96.31358326994949,tiger,wildlife sightings,P2,submitted,Oct 03 2019 12:05:26
5981,2737192073,32.55299559972783,-106.38459518429893,other,wildlife sightings,P1,verified,Oct 25 2019 04:37:54
5982,3170772576,28.311067720064017,-113.06769868173791,rhino,animal mortality,P0,verified,Oct 27 2019 02:17:31
5983,1291493519,39.84278858184918,-90.20720186169032,rhino,human wildlife conflict,P3,verified,Oct 17 2019 03:14:51
5984,0172985919,36.93106934604809,-72.07613168688988,sea turtle,wildlife sightings,P3,verified,Oct 17 2019 06:14:45
5985,3206043199,47.46376044548873,-96.52962663432379,elephant,other,P1,verified,Oct 15 2019 17:19:32
5986,0551928095,47.80233631532215,-83.06408934606512,rhino,wildlife sightings,P3,actionable,Oct 19 2019 18:35:43
5987,2484729655,39.02635410047412,-107.67458797619247,other,other,P2,actionable,Oct 12 2019 10:04:10
5988,2558830722,44.40130779999987,-104.18094360340586,tiger,animal mortality,P2,submitted,Oct 05 2019 23:37:15
5989,4928381376,43.76277606899859,-69.6579670320458,tiger,human wildlife conflict,P1,actionable,Oct 21 2019 18:04:11
5990,1942467568,40.237187751358825,-122.57808062330292,tiger,animal mortality,P3,actionable,Oct 02 2019 04:59:24
5991,3232385483,38.803848892242186,-103.82678297511612,rhino,other,P0,actionable,Oct 13 2019 10:53:05
5992,2624753037,49.25153925192194,-69.83736233657542,rhino,poaching,P2,verified,Oct 19 2019 02:29:48
5993,0590105989,31.678755344061308,-84.81716720825898,gorilla,human wildlife conflict,P2,submitted,Oct 23 2019 02:42:11
5994,3170772576,33.18555945961748,-116.38783005210419,gorilla,human wildlife conflict,P3,actionable,Oct 14 2019 15:29:50
5995,4325473102,30.264852533873885,-92.82114687165908,rhino,other,P0,verified,Oct 06 2019 13:28:31
5996,4238188983,34.41950958533316,-70.06835580563603,pangolin,animal mortality,P2,submitted,Oct 21 2019 13:39:29
5997,1626743228,34.80792344810421,-123.95242001492085,pangolin,human wildlife conflict,P2,verified,Oct 01 2019 05:47:06
5998,1419290088,28.598385038095728,-107.25543009769363,parrot,other,P3,actionable,Oct 21 2019 04:44:06
5999,4635979977,34.80282984175504,-81.6709132565761,tiger,wildlife sightings,P2,verified,Oct 31 2019 05:02:50
6000,3437655493,25.82279703280379,-88.66379079835241,gorilla,animal mortality,P3,submitted,Oct 26 2019 21:46:21
6001,1740744042,35.56360903595006,-92.85927258710042,other,wildlife sightings,P1,actionable,Oct 14 2019 03:55:09
6002,1436697571,49.13692822167211,-107.1365933770754,rhino,poaching,P3,actionable,Oct 30 2019 18:32:57
6003,2902718344,35.42994601441936,-76.25181826340659,tiger,other,P1,actionable,Oct 16 2019 00:52:31
6004,4300143428,32.34912153065668,-69.15496205871406,tiger,human wildlife conflict,P3,verified,Oct 17 2019 05:51:57
6005,2404410806,40.12141399754106,-110.0145108122551,pangolin,wildlife sightings,P2,actionable,Oct 30 2019 02:55:46
6006,2015289887,37.5664471853065,-82.47459551412217,pangolin,poaching,P3,verified,Oct 24 2019 06:07:39
6007,1277796993,39.586445187891336,-118.21690427285773,pangolin,wildlife sightings,P1,actionable,Oct 02 2019 00:23:53
6008,1641471839,26.37187634936679,-106.81657406812664,rhino,human wildlife conflict,P3,actionable,Oct 01 2019 18:09:10
6009,2902718344,43.3755727282672,-83.41820825206248,gorilla,other,P3,actionable,Oct 29 2019 17:16:13
6010,4348492377,41.92283418446948,-114.82929122149716,other,animal mortality,P3,actionable,Oct 13 2019 02:13:22
6011,4580874237,38.79280980785365,-101.14503475413132,pangolin,poaching,P1,verified,Nov 01 2019 22:40:27
6012,1514086153,33.83732875974377,-93.74642460322002,sea turtle,poaching,P3,actionable,Oct 31 2019 05:23:38
6013,0444522472,39.236289298110776,-81.08475307578547,rhino,wildlife sightings,P1,verified,Oct 03 2019 14:43:18
6014,4239581852,28.273275445865444,-116.1860509516406,rhino,animal mortality,P3,verified,Oct 08 2019 23:45:50
6015,3281251970,32.54144677987999,-80.5762024464631,pangolin,animal mortality,P3,verified,Oct 17 2019 02:28:48
6016,1596614510,29.345517317575375,-114.08108815700744,sea turtle,human wildlife conflict,P1,submitted,Oct 15 2019 02:18:56
6017,2242684437,28.88179280487287,-83.8786958725272,pangolin,animal mortality,P1,actionable,Oct 02 2019 06:40:42
6018,0053990708,26.76646281866124,-87.8390082750552,sea turtle,human wildlife conflict,P3,actionable,Oct 01 2019 07:41:42
6019,2357328569,39.348225275989066,-93.79445505233419,other,wildlife sightings,P3,verified,Oct 19 2019 15:12:37
6020,3631018401,36.08009570178548,-89.70569188786479,rhino,other,P1,actionable,Oct 14 2019 03:13:32
6021,2777906779,35.99171819390385,-98.39390223742926,sea turtle,human wildlife conflict,P3,actionable,Oct 09 2019 19:32:00
6022,3139185099,34.14477813906764,-78.90950541256255,gorilla,animal mortality,P3,verified,Oct 08 2019 04:57:11
6023,1205259958,47.76922931771358,-104.35232817627292,other,animal mortality,P2,submitted,Oct 03 2019 05:22:21
6024,0468122736,29.122194908844406,-82.31791155656596,sea turtle,other,P3,verified,Oct 15 2019 19:54:33
6025,4057167072,35.788019648447445,-79.32552667147107,other,animal mortality,P2,verified,Oct 17 2019 22:47:13
6026,1706624263,42.88546963993582,-69.46876840720131,pangolin,wildlife sightings,P3,actionable,Oct 22 2019 07:38:00
6027,2562440223,25.849370974665383,-98.3727442886089,elephant,wildlife sightings,P3,submitted,Oct 04 2019 14:53:06
6028,3036299797,36.092112435134524,-112.71736128864919,elephant,poaching,P2,submitted,Oct 22 2019 02:13:17
6029,5064333088,42.97393856331983,-91.14233844517031,pangolin,wildlife sightings,P1,verified,Nov 01 2019 11:42:56
6030,4109099184,27.45406621979746,-76.81894353009386,tiger,human wildlife conflict,P3,submitted,Oct 31 2019 12:09:25
6031,3029500073,35.145901795124246,-102.67189067604919,tiger,other,P3,submitted,Oct 14 2019 07:01:16
6032,0039217212,27.3774142753693,-101.2395446193067,gorilla,other,P1,verified,Oct 31 2019 09:21:12
6033,4348492377,34.459653733131276,-77.67890896286404,other,wildlife sightings,P1,submitted,Oct 03 2019 15:20:53
6034,3036299797,28.723560716376035,-108.27085175198816,pangolin,animal mortality,P3,verified,Oct 16 2019 09:15:54
6035,2242684437,27.73724280276759,-101.31939668528995,sea turtle,human wildlife conflict,P3,submitted,Oct 19 2019 19:00:08
6036,0231318462,34.6647707251939,-75.7809872430862,other,wildlife sightings,P3,verified,Oct 02 2019 05:04:12
6037,3329665137,49.327443040180825,-96.68946656597441,sea turtle,animal mortality,P2,verified,Oct 25 2019 18:25:30
6038,2879140281,33.984162637333405,-99.94048579494907,tiger,other,P2,actionable,Oct 30 2019 04:32:30
6039,0468122736,37.10269686386124,-75.27836931183131,elephant,other,P0,verified,Oct 19 2019 23:27:01
6040,0244695637,27.472013620807804,-67.43596962833277,other,animal mortality,P1,submitted,Oct 01 2019 17:20:10
6041,1217065118,45.22199457226084,-79.75877614080366,parrot,wildlife sightings,P2,actionable,Oct 24 2019 08:26:01
6042,5056398813,44.342750446240174,-90.24957251002512,other,other,P2,verified,Oct 09 2019 17:59:43
6043,1514086153,32.983912218231154,-97.67462996198161,other,other,P3,submitted,Oct 04 2019 09:06:03
6044,3082454824,36.274034172608566,-71.10194320171703,sea turtle,poaching,P3,actionable,Oct 02 2019 05:32:35
6045,1673127888,37.234312806845466,-99.29729945150567,other,human wildlife conflict,P3,submitted,Oct 26 2019 10:38:19
6046,4082699236,40.96285610077159,-122.3904706935065,rhino,wildlife sightings,P2,submitted,Oct 06 2019 03:57:06
6047,3128562060,38.09434191292541,-79.1640117167448,gorilla,animal mortality,P1,actionable,Oct 17 2019 03:43:18
6048,2163936447,46.98422005012443,-79.39789667451669,tiger,wildlife sightings,P0,submitted,Oct 23 2019 12:13:38
6049,2730827095,29.282995822992774,-112.08867326087746,rhino,human wildlife conflict,P0,verified,Oct 05 2019 02:40:46
6050,3182273311,27.063028809815005,-71.02212037521682,pangolin,wildlife sightings,P3,submitted,Oct 30 2019 19:37:27
6051,2407377662,43.45494172404615,-87.59518840057109,pangolin,animal mortality,P0,actionable,Oct 04 2019 15:57:48
6052,3237957445,33.101822279518245,-86.08477105933616,pangolin,human wildlife conflict,P2,actionable,Oct 07 2019 07:13:25
6053,3094395465,41.01030038003257,-105.31884311812,gorilla,animal mortality,P2,verified,Oct 27 2019 06:07:58
6054,4936986264,24.90647777652918,-117.80087588266206,elephant,poaching,P3,verified,Oct 04 2019 06:37:35
6055,4077258242,30.4567432758696,-104.0638117412726,rhino,wildlife sightings,P1,actionable,Oct 13 2019 19:44:42
6056,3094395465,40.80449288003389,-95.52410212559276,pangolin,wildlife sightings,P3,actionable,Oct 25 2019 20:35:54
6057,4285663179,41.93395854936317,-111.08291514701736,sea turtle,human wildlife conflict,P2,submitted,Oct 15 2019 20:47:32
6058,4460809937,30.963143299043786,-71.82712505043186,sea turtle,human wildlife conflict,P1,submitted,Oct 17 2019 07:32:17
6059,2985086724,33.916350720262,-80.11394893490959,sea turtle,wildlife sightings,P2,actionable,Oct 19 2019 22:50:27
6060,4270812292,30.825004283399913,-97.56394363514954,elephant,human wildlife conflict,P1,submitted,Oct 02 2019 15:48:30
6061,3626761664,37.558820419925,-85.12708539745367,parrot,human wildlife conflict,P3,actionable,Nov 01 2019 05:59:22
6062,2203521012,42.2974142982666,-99.12069166048637,gorilla,poaching,P1,submitted,Oct 06 2019 09:45:44
6063,0244695637,32.210754628079165,-94.4432508638162,rhino,animal mortality,P2,verified,Oct 25 2019 18:06:23
6064,4824274055,46.64178065204863,-122.16842051152214,other,poaching,P3,verified,Oct 02 2019 04:55:48
6065,0690696461,29.713375628674264,-106.89541445234283,sea turtle,animal mortality,P3,actionable,Oct 18 2019 23:55:28
6066,4057167072,25.75796552583626,-86.41051009697092,gorilla,animal mortality,P3,submitted,Oct 22 2019 17:43:43
6067,4554413440,32.44916271665055,-112.35072858193777,other,wildlife sightings,P3,verified,Oct 04 2019 12:42:46
6068,1740744042,41.426368540312396,-119.51258052743806,tiger,wildlife sightings,P3,actionable,Oct 28 2019 21:00:30
6069,4797807650,25.466996111460933,-99.56647217251378,elephant,poaching,P0,actionable,Oct 21 2019 15:18:12
6070,3135479967,45.23135555045603,-67.66727853109487,rhino,other,P3,submitted,Oct 08 2019 03:05:11
6071,0658846576,46.77530474914423,-110.78919205512508,elephant,wildlife sightings,P1,verified,Oct 20 2019 09:52:27
6072,4705584388,39.81406202386444,-111.71387221160322,other,other,P2,actionable,Oct 23 2019 11:55:43
6073,4580874237,33.37413332104335,-122.07009392972668,other,wildlife sightings,P1,actionable,Oct 12 2019 00:38:49
6074,4398283779,27.617042575243385,-91.5543727209197,other,animal mortality,P2,submitted,Oct 29 2019 17:54:36
6075,0307381342,42.01972490697611,-70.95623425291032,parrot,other,P3,verified,Oct 22 2019 04:55:44
6076,2902718344,40.87491983342474,-124.72184788807671,gorilla,wildlife sightings,P3,actionable,Oct 16 2019 16:52:09
6077,0398037638,41.54604317270599,-97.51669785509088,sea turtle,human wildlife conflict,P3,verified,Oct 01 2019 10:36:08
6078,0822153764,37.36112362785532,-101.68488423309816,parrot,poaching,P3,submitted,Oct 08 2019 19:14:56
6079,0234937877,40.84628425862839,-93.98542059823902,pangolin,other,P3,actionable,Oct 12 2019 13:17:32
6080,4734992127,38.70322463966319,-67.81875158706237,pangolin,poaching,P2,submitted,Oct 18 2019 00:38:54
6081,3746013208,39.276469487270276,-73.80955747259117,other,wildlife sightings,P1,submitted,Oct 29 2019 11:36:31
6082,0038687773,47.66159643598061,-119.81904998658204,gorilla,human wildlife conflict,P2,actionable,Oct 15 2019 07:13:43
6083,2697600304,35.42624322159838,-70.70681388285449,parrot,other,P0,submitted,Oct 17 2019 07:19:30
6084,3702998234,40.958076876993914,-83.4138077234418,pangolin,other,P1,verified,Oct 29 2019 02:16:52
6085,2118540928,45.61214825083197,-112.2025496108826,parrot,poaching,P3,submitted,Oct 05 2019 09:09:37
6086,3278441901,30.553481891407806,-79.55272798958865,pangolin,human wildlife conflict,P2,verified,Oct 28 2019 01:59:23
6087,2870247832,33.40868136512601,-90.01217703816431,gorilla,human wildlife conflict,P2,verified,Oct 19 2019 19:57:15
6088,4557347976,41.5942553176537,-72.26774789433298,sea turtle,wildlife sightings,P2,submitted,Oct 09 2019 03:49:37
6089,4730781208,45.786835035812814,-87.38164143378694,pangolin,other,P1,verified,Oct 05 2019 23:44:08
6090,2639388435,31.817146003349755,-100.41335636238321,tiger,poaching,P1,submitted,Oct 08 2019 23:56:12
6091,3307212685,28.102924768240783,-96.02229491241454,pangolin,poaching,P2,verified,Oct 04 2019 20:02:50
6092,0371018679,47.96839293777947,-84.86623782886147,tiger,animal mortality,P3,actionable,Oct 20 2019 17:02:02
6093,4513271841,24.79716759374518,-104.7923668438395,parrot,human wildlife conflict,P3,actionable,Oct 15 2019 13:13:59
6094,2404410806,44.68123518815532,-87.3227675327148,elephant,animal mortality,P2,actionable,Oct 29 2019 17:55:05
6095,4270812292,27.97565735469322,-89.01677432208416,parrot,animal mortality,P2,submitted,Oct 10 2019 10:22:40
6096,0593249082,41.59841550798608,-104.7669565345562,gorilla,other,P3,submitted,Oct 24 2019 21:21:51
6097,0256519420,34.348525472899716,-118.15782924167594,sea turtle,other,P0,verified,Oct 14 2019 22:34:22
6098,0390954742,47.61141638041581,-84.47544438247002,pangolin,poaching,P1,actionable,Oct 10 2019 18:32:13
6099,0034939111,40.0290360264228,-116.21012931076297,rhino,human wildlife conflict,P2,verified,Oct 08 2019 02:08:17
6100,4177972150,33.64524837111891,-70.71539913981721,other,animal mortality,P1,submitted,Oct 04 2019 12:27:40
6101,2559095307,27.82189034240119,-117.91596006435938,sea turtle,poaching,P0,verified,Oct 19 2019 21:09:38
6102,2198055652,30.492418884138356,-76.45619291873166,tiger,wildlife sightings,P1,submitted,Oct 07 2019 17:41:17
6103,2185185491,39.715149264324836,-104.79931460072976,parrot,animal mortality,P3,actionable,Oct 15 2019 08:13:22
6104,0704522174,36.34167766344795,-67.77850469927827,other,other,P2,verified,Oct 08 2019 10:53:06
6105,0745954439,41.74804352919571,-95.2129768342048,gorilla,poaching,P3,submitted,Oct 05 2019 05:40:21
6106,3414411123,25.178940687905918,-120.69989337033597,pangolin,animal mortality,P1,verified,Oct 09 2019 14:53:00
6107,2174305087,46.4832973718423,-81.59939739438528,pangolin,human wildlife conflict,P3,actionable,Oct 12 2019 15:04:41
6108,3355869452,27.788528911197528,-74.45184474850919,gorilla,animal mortality,P3,submitted,Oct 26 2019 23:38:00
6109,0053990708,47.62325775556204,-116.17334841217797,elephant,wildlife sightings,P3,actionable,Oct 24 2019 14:16:09
6110,1403389892,41.32743201719395,-96.90126768666033,pangolin,animal mortality,P2,verified,Oct 27 2019 11:25:01
6111,3817154554,27.318461133307622,-83.88469798720723,gorilla,wildlife sightings,P2,submitted,Oct 16 2019 02:13:45
6112,1043128492,27.24649855084791,-73.33726834377438,gorilla,animal mortality,P2,actionable,Oct 29 2019 18:59:58
6113,1803965699,44.36070936373174,-117.0372069876037,parrot,other,P3,verified,Oct 23 2019 21:09:00
6114,1267763252,36.980070538164604,-101.54850347374783,pangolin,other,P1,verified,Oct 01 2019 19:21:00
6115,4549164556,45.092562624715455,-72.91718053623387,elephant,human wildlife conflict,P3,submitted,Oct 03 2019 22:57:47
6116,4270812292,47.38869186168863,-89.5692665580886,parrot,human wildlife conflict,P3,verified,Oct 11 2019 20:57:23
6117,2023252132,27.00170804687323,-123.1279024450697,gorilla,animal mortality,P1,submitted,Oct 20 2019 19:16:22
6118,1140831285,47.275102299340915,-85.13759440831319,pangolin,other,P1,verified,Oct 22 2019 05:18:27
6119,0712409768,46.191224611999544,-84.00459550891594,tiger,poaching,P3,verified,Oct 21 2019 18:43:16
6120,0589648381,28.304960031980624,-112.4735869193967,sea turtle,other,P1,submitted,Oct 08 2019 22:39:28
6121,4051928975,39.55444019822902,-87.1127756415088,tiger,poaching,P2,verified,Nov 01 2019 22:08:44
6122,2853619333,35.78278663482733,-118.13297028616194,rhino,poaching,P1,actionable,Oct 30 2019 00:40:18
6123,4483422833,34.71234417184348,-106.38089127533148,sea turtle,other,P0,verified,Oct 18 2019 05:39:02
6124,5056398813,47.97233361421804,-86.04101697669722,elephant,other,P1,actionable,Oct 06 2019 06:32:11
6125,4493994733,48.340309761533064,-121.36829228651277,pangolin,other,P1,verified,Oct 03 2019 18:00:08
6126,0179610141,34.323461084504274,-111.93269726051594,tiger,human wildlife conflict,P3,submitted,Oct 10 2019 22:03:46
